tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab,label
3.651001767,6.846573083,3.896747154,5.021631493,3.807953964,-1.568928104,-0.794224766,-1.444801094,0.070531137,0.759139119,0.512699649,0.27267265,0.018073778,unstable
6.795538208,7.529878049,0.866913053,8.931029989,3.9011112,-1.345151201,-1.777053732,-0.778906268,0.862330446,0.873610659,0.650995597,0.88602807,0.064871291,unstable
7.766860574,4.210448994,4.655546587,4.327087853,4.184635556,-1.450811253,-1.264209694,-1.469614609,0.060585371,0.594724445,0.717623841,0.743096048,0.048450898,unstable
3.98560781,2.499900146,3.413651851,3.578920978,2.793322903,-1.002964253,-0.660588141,-1.129770509,0.923652255,0.475308073,0.563340799,0.396842829,0.046805248,unstable
6.055488999,8.672063255,8.022133871,8.910793613,4.620608954,-1.960986976,-1.088269506,-1.571352473,0.618829224,0.60987039,0.380763088,0.983599825,0.078317701,unstable
6.375495698,1.214949195,3.384236826,9.314170096,5.144077473,-1.980312549,-1.204592698,-1.959172226,0.564308591,0.16716685,0.454461999,0.17876247,-0.023526399,stable
4.412335879,7.637717803,5.879743069,4.181878103,3.383573131,-1.512752765,-0.596402503,-1.274417863,0.680386711,0.847381139,0.452870107,0.837140903,0.078515289,unstable
3.070032903,8.467460136,5.021186853,1.121349803,2.998431375,-0.556943788,-0.679673522,-1.761814065,0.134709662,0.675154065,0.24716121,0.075274739,-0.01402278,stable
9.228619042,5.663257746,2.489206057,9.57101636,3.95574896,-1.465858673,-1.622341695,-0.867548592,0.855687393,0.426031452,0.872546069,0.463983082,0.03829466,unstable
6.863679804,5.507070704,3.144062652,0.78421818,4.36288946,-0.601682855,-1.960055992,-1.801150613,0.763016122,0.49330461,0.267503475,0.428824977,0.005220942,unstable
6.330965093,4.787420616,3.181940566,0.861986636,3.745672664,-0.970716304,-1.965516068,-0.809440292,0.108353657,0.326885536,0.939962456,0.50777161,-0.036722194,stable
0.586591107,4.984000724,7.632930238,7.034543984,3.905593198,-1.307382119,-0.944983935,-1.653227144,0.235708695,0.063872703,0.237275975,0.778897051,-0.008432668,stable
2.63089135,2.630963456,4.800527994,3.576501913,1.983615099,-0.665051615,-0.689970779,-0.628592706,0.811833445,0.754973456,0.823336708,0.629232189,0.075768486,unstable
6.968239676,8.377768044,8.143207679,8.24257885,3.967785482,-0.557729136,-1.987038613,-1.423017734,0.794235662,0.361280368,0.880557254,0.702631903,0.086310444,unstable
0.676193225,0.781086337,5.556239851,3.765235299,2.931210256,-1.062958393,-1.175795616,-0.692456247,0.740130999,0.772031108,0.420697348,0.839774527,-0.047253871,stable
6.769895247,3.95763571,2.511444319,9.595776972,3.643491002,-1.887501873,-0.791393494,-0.964595635,0.353222128,0.771381313,0.541136802,0.297306442,0.001023679,unstable
2.614289946,4.071344554,5.85279246,7.114807693,4.05988258,-1.197391306,-1.141167797,-1.721323478,0.424042152,0.435934068,0.200649397,0.466131424,-0.007197772,stable
1.817542056,3.015215285,9.873021727,4.879145705,3.844682713,-1.646862736,-0.845028236,-1.352791741,0.480732676,0.860826831,0.855140611,0.318768054,-0.001418487,stable
3.389418566,3.757983416,7.729943459,4.259208684,3.08919413,-0.689403992,-1.508278397,-0.89151174,0.311722297,0.388561675,0.525767092,0.269674573,-0.00537192,stable
2.396642778,5.212680809,1.400185986,7.48407856,3.23649375,-0.713319973,-1.52754355,-0.995630227,0.627475311,0.890979268,0.622992745,0.062690424,-0.00858118,stable
3.95616363,6.374165269,3.053400344,9.923393689,3.650967254,-1.276447718,-0.820111443,-1.554408093,0.060753188,0.643241039,0.110433301,0.515850338,0.008748259,unstable
7.620765046,9.513922785,7.409730182,0.650612902,4.347998839,-1.934142939,-1.698682839,-0.71517306,0.853798844,0.872990415,0.589248744,0.29900589,0.060733721,unstable
2.509850148,4.094319337,3.581419407,1.102549635,4.45085612,-1.95530039,-1.9758519,-0.51970383,0.398731153,0.703276147,0.95287182,0.461303854,0.032019494,unstable
2.65050299,3.572316478,9.066226446,3.061899691,3.09403727,-0.549154349,-1.937537908,-0.607345013,0.826609419,0.238108833,0.756552939,0.891274482,0.004137989,unstable
1.989333498,3.279484739,9.890815355,3.264516705,3.889447965,-1.515661086,-1.48336568,-0.890421199,0.973943846,0.952700904,0.388293858,0.909045984,0.028726864,unstable
2.832456711,6.826459236,1.266398117,7.211398862,2.704289632,-1.145600775,-0.840957038,-0.717731819,0.238815199,0.509414573,0.131856487,0.518273883,-0.001931611,stable
1.190328766,6.211659925,1.740901891,7.799270422,3.74084763,-1.444342057,-0.588275066,-1.708230507,0.255805178,0.394001464,0.239232933,0.080260544,-0.041836642,stable
5.198070276,0.631789445,4.724543484,4.013667393,3.557557493,-0.88686516,-1.506206951,-1.164485382,0.933361342,0.528660499,0.874604227,0.548399937,0.057205356,unstable
8.43911582,6.192465239,2.774416119,8.16955354,2.678189564,-1.240519347,-0.599064391,-0.838605826,0.441992313,0.939986798,0.414289637,0.362874098,0.04653749,unstable
7.589726073,7.334231625,3.888467814,1.614712039,3.414727382,-0.887893241,-1.240916859,-1.285917282,0.235765378,0.678952342,0.183856743,0.506623955,-0.009720242,stable
6.887455369,8.105147904,4.76847412,5.50601767,2.894199285,-0.526178332,-0.668098367,-1.699922586,0.441278228,0.254716155,0.552988043,0.566666548,0.03862742,unstable
4.104537374,9.16907824,1.771506763,8.807296827,4.146217604,-0.800008785,-1.555765609,-1.79044321,0.051870684,0.769685153,0.243918804,0.479976762,0.020174748,unstable
6.841556152,4.391620583,2.974985604,9.548470451,2.843119312,-1.337277184,-0.563795087,-0.942047041,0.49363009,0.142099245,0.510563545,0.965664258,0.036679623,unstable
5.006984386,8.692112832,2.31195661,8.716143998,3.747735862,-1.714241438,-0.639169029,-1.394325395,0.997113175,0.270083734,0.55224747,0.597882169,0.038984019,unstable
8.531988627,7.251396411,6.976155891,5.240813839,4.60783999,-1.888534523,-1.497024632,-1.222280834,0.829601298,0.950583187,0.528570904,0.302628755,0.080434174,unstable
2.336171557,6.962577241,8.826666007,2.748195376,3.62323067,-1.387332516,-1.432442284,-0.803455871,0.844830532,0.371488143,0.06986552,0.557813871,-0.013991197,stable
9.337976174,4.52129644,0.689052205,5.812979589,2.6361351,-0.679564042,-1.394376488,-0.56219457,0.907327526,0.430951936,0.070748538,0.245919869,0.022014883,unstable
0.846756539,3.131329952,6.434650717,3.138499918,3.99805678,-1.821385548,-0.949405217,-1.227266015,0.608255872,0.280619894,0.63432874,0.890542692,-0.00692317,stable
0.648830262,2.89026547,2.055352114,9.75481504,4.733105946,-1.900847331,-1.979966201,-0.852292414,0.539126846,0.920727374,0.8124909,0.465492945,-0.030665891,stable
8.077949262,3.136135769,9.7266547,1.824547338,3.643878906,-1.319471742,-1.613629584,-0.710777581,0.861076118,0.801325018,0.520293377,0.890852782,0.019191389,unstable
3.395879425,2.159792097,1.077115371,2.39973797,3.71130553,-1.703738254,-0.970514036,-1.03705324,0.353863375,0.358303047,0.203499588,0.092010556,-0.032396127,stable
7.312398211,8.406912699,1.906112795,9.975945807,2.641491809,-0.640950849,-1.151562532,-0.848978429,0.484075962,0.963925356,0.477620893,0.567258498,0.052136878,unstable
5.051492612,9.101723193,4.924399554,7.131310506,3.425277841,-0.694245851,-1.76276665,-0.968265341,0.396695191,0.595442714,0.724324384,0.708427291,0.064915541,unstable
5.519962318,1.958080008,7.328238477,2.789816107,3.878089365,-1.369306315,-1.08232179,-1.42646126,0.651887912,0.422858246,0.250010374,0.539779407,-0.005042961,stable
2.992026437,1.268979815,9.604154389,2.860044837,2.616170942,-0.768118478,-0.629508631,-1.218543833,0.944260915,0.875675689,0.919349944,0.086864961,-0.029374273,stable
1.142342978,6.76698,6.884254441,8.746013102,3.034995057,-0.733377063,-1.22483983,-1.076778164,0.758817134,0.359873131,0.359358037,0.212335621,-0.018372804,stable
3.901819143,6.614856083,4.710869642,3.563861256,3.424190992,-1.435143269,-1.21529394,-0.773753783,0.44291915,0.710394695,0.733772582,0.601694468,0.063429601,unstable
3.614731014,4.840246256,7.929899281,8.259762165,2.91979589,-0.834305806,-1.564126315,-0.521363769,0.052380637,0.65852973,0.694132634,0.169394124,0.023439043,unstable
0.985953523,9.327821041,9.605088642,0.852229458,3.322643359,-1.82804708,-0.749562057,-0.745034221,0.805082492,0.41551726,0.904828822,0.474935312,-0.014303977,stable
9.786935009,8.242921106,2.346324222,3.137992906,3.640711696,-0.627924917,-1.605842902,-1.406943876,0.848184836,0.589005711,0.412809857,0.786709258,0.031970696,unstable
0.917710382,9.37026857,1.566546486,3.697913338,3.723715254,-1.173258298,-0.866689972,-1.683766985,0.704874574,0.787168312,0.104848518,0.399372147,-0.02375799,stable
5.182469442,7.054661681,5.85488149,7.71536465,3.693642493,-0.878279934,-1.509262915,-1.306099645,0.554056905,0.98126616,0.574376902,0.330358886,0.07396472,unstable
7.551370719,6.451085567,8.021695981,6.285304961,3.720524514,-0.997719942,-0.827616262,-1.895188309,0.109567249,0.895975171,0.96871204,0.739396798,0.085770404,unstable
4.871207878,8.784541411,2.078936427,0.793703861,2.967720315,-0.789105585,-1.354143309,-0.824471421,0.932970973,0.679148114,0.47031158,0.70909771,-0.004197099,stable
8.874759139,7.555616078,2.232519141,1.671541303,3.887715657,-0.94508694,-1.610559453,-1.332069264,0.516954434,0.564128124,0.053591075,0.471157464,-0.000691463,stable
5.46601149,2.684024106,8.398795219,2.599304808,4.37605764,-1.319195339,-1.81109292,-1.24576938,0.586157832,0.12203048,0.527035114,0.493076209,0.004074527,unstable
9.704609802,9.41877422,7.666778659,3.033622538,3.443535852,-1.036222911,-0.588081956,-1.819230984,0.287240875,0.526727214,0.732338346,0.373740158,0.039065147,unstable
3.585872277,3.998781545,4.674442794,5.698131299,4.142903656,-1.079364365,-1.976229148,-1.087310142,0.068447495,0.158638861,0.648316905,0.333036057,-0.018980506,stable
4.223193375,6.295090703,8.189609035,2.972714657,4.017780043,-1.658584167,-1.557071139,-0.802124736,0.211074084,0.710442933,0.667160016,0.360751119,0.03594556,unstable
4.471081592,7.413905908,1.128000878,7.895907875,3.221703971,-0.598810674,-0.672507481,-1.950385815,0.142970553,0.531450617,0.811376638,0.820520651,0.011837596,unstable
5.527968043,5.068596711,8.724204469,4.167618026,3.024490192,-0.503336167,-1.110123209,-1.411030815,0.457390989,0.444201588,0.476380196,0.553512024,0.035286145,unstable
9.284677678,0.640067889,4.741033513,5.173224741,4.919685856,-1.154412943,-1.782708553,-1.982564359,0.361603459,0.171122573,0.16393243,0.460116712,-0.030833537,stable
4.161408096,4.05587941,1.847881097,2.752344652,3.43590024,-1.721368971,-1.185510847,-0.529020421,0.712295858,0.393070236,0.492116123,0.110949974,-0.016416306,stable
1.761219978,6.146150612,1.01542296,7.452720024,4.568414939,-1.779199808,-1.526711923,-1.262503209,0.732128082,0.567278985,0.633621231,0.675134933,-0.0087863,stable
1.396266945,4.85210691,1.502369224,0.763938378,4.560261689,-1.888881758,-1.893520078,-0.777859853,0.345340855,0.931777366,0.35884017,0.580376893,-0.01547457,stable
9.112458581,6.70882166,2.433315464,0.70768736,3.791094744,-1.345350274,-1.788326594,-0.657417876,0.975898847,0.49759082,0.187502497,0.100728557,0.027328885,unstable
7.034202499,6.792772259,7.553376492,3.789542534,2.956992014,-0.608940063,-1.541206968,-0.806844982,0.985914851,0.086964593,0.827420889,0.310626686,0.061721959,unstable
0.677271391,0.648480271,3.879350009,3.218108947,3.671619107,-0.631001631,-1.151944396,-1.888673081,0.315738898,0.641818266,0.170783564,0.08999399,-0.052988241,stable
3.815323585,5.121915379,3.873379901,4.765325069,2.828317984,-1.312829318,-0.873376363,-0.642112303,0.204944499,0.508955176,0.216231851,0.642118626,0.012025253,unstable
8.219811732,9.86843815,0.584643151,3.880855939,3.530771729,-1.714620856,-0.663672754,-1.152478119,0.49490005,0.483100801,0.520927674,0.819471756,-0.00114421,stable
8.039794521,4.059919435,9.172640259,6.428229829,3.89444741,-1.395524553,-1.858398726,-0.64052413,0.16439902,0.972688589,0.745158228,0.964245505,0.073570997,unstable
6.781419782,6.584450848,9.396381168,2.795384098,4.285639172,-1.241243238,-1.950656614,-1.09373932,0.970705525,0.595617133,0.502581894,0.148648935,0.059340681,unstable
7.809067512,8.327914997,6.85652973,9.48030864,3.749967682,-1.633764921,-0.743731255,-1.372471507,0.73444076,0.462540292,0.228090144,0.248097751,0.043553492,unstable
9.181424371,8.519245982,7.793354173,6.035097256,2.699629458,-0.63836753,-0.812439731,-1.248822196,0.457724025,0.41021824,0.069271782,0.05023109,0.003256469,unstable
1.000577569,4.416786817,2.746661802,9.579738917,4.774637561,-1.676886095,-1.300488285,-1.797263181,0.490364758,0.343884838,0.283902835,0.901384867,-0.00896058,stable
6.001733568,7.831928951,1.183834801,9.824631514,4.890248592,-1.606891437,-1.776237722,-1.507119434,0.843387761,0.131357928,0.764583151,0.638112517,0.011300842,unstable
3.631962787,4.853719435,9.492327047,0.898212747,3.880555218,-0.70075384,-1.72382199,-1.455979387,0.66703824,0.131593631,0.50628048,0.31133502,-0.029186916,stable
2.341872378,3.081242105,7.901126543,4.888737646,4.099954302,-1.574758743,-1.2545409,-1.270654659,0.059168102,0.655697325,0.841083123,0.246114861,0.013546162,unstable
6.169851333,7.933954049,9.992981944,4.904138943,3.37751363,-1.214288616,-0.782648327,-1.380576688,0.449758523,0.085478244,0.870401804,0.343250793,0.035700495,unstable
9.350618823,7.013321997,6.371431858,5.085429865,3.457697748,-1.20246432,-1.633853388,-0.62138004,0.271274124,0.53736346,0.102709344,0.874388893,0.035667106,unstable
7.424663637,6.13704323,6.867370931,3.905837262,4.676156202,-1.602663814,-1.589437699,-1.484054689,0.593173645,0.54278717,0.424533322,0.772999273,0.060143428,unstable
6.223034228,6.011413653,8.406735932,4.462855792,3.407185241,-0.772779877,-0.638776695,-1.995628669,0.999599955,0.673971028,0.674078007,0.23743282,0.077549353,unstable
1.100845451,5.469226491,1.411014744,1.159577115,4.093772623,-0.760778118,-1.838456673,-1.494537831,0.45478207,0.225385327,0.956276305,0.854320288,-0.02859778,stable
1.919929148,7.141159957,4.027887412,8.136748825,3.574428748,-0.813075329,-0.977681159,-1.78367226,0.971936854,0.055362573,0.808616159,0.24308063,-0.026144205,stable
5.846718343,7.767451987,1.026642116,9.682899112,3.873630542,-1.344528217,-0.94722884,-1.581873485,0.48196276,0.719450467,0.855922389,0.166109931,-0.002530663,stable
3.510698213,8.954942951,9.090832569,9.818640065,3.495032547,-1.21023351,-0.747862229,-1.536936808,0.565517934,0.818170133,0.795197228,0.817499608,0.077004942,unstable
5.618571058,5.384926005,7.531490693,2.218833942,4.402874674,-1.434097912,-1.631370352,-1.33740641,0.158106955,0.766969712,0.213130635,0.848400337,0.007255945,unstable
4.128460989,6.518391818,4.720143478,2.991238323,3.177692755,-0.531870882,-1.219134918,-1.426686955,0.921737631,0.320137328,0.580341531,0.887039209,0.06835977,unstable
8.390567096,1.266998435,6.638995013,8.446593573,3.38524712,-0.723380819,-1.389255075,-1.272611226,0.097402078,0.508556884,0.507542463,0.542270095,-0.002575781,stable
1.206297153,7.076216695,6.349213733,9.637913184,2.582556683,-0.551466519,-0.899002945,-1.132087219,0.609006328,0.708157251,0.995384475,0.728527224,0.057568839,unstable
9.362566893,4.505714157,3.31805047,7.787433255,4.037837628,-1.778822053,-1.387745005,-0.871270569,0.500782549,0.464223838,0.578762558,0.808573422,0.046988818,unstable
6.754967966,2.478996361,4.046086502,6.988776469,3.279827921,-1.749652198,-0.933234135,-0.596941588,0.811754089,0.429656293,0.609872677,0.753560383,0.062130992,unstable
4.492699589,7.712786769,7.823122532,5.088850364,2.892921124,-0.976926881,-0.987074475,-0.928919768,0.413785134,0.176321436,0.740223332,0.44562395,0.035031558,unstable
1.857726991,9.962349064,9.763103235,5.847379682,2.695154367,-0.79523962,-0.700951668,-1.198963078,0.319569752,0.431126487,0.859768414,0.267962328,0.030554342,unstable
3.620657085,2.592079506,1.862788251,6.570232457,3.544520547,-1.044717452,-0.820384002,-1.679419093,0.530920786,0.988852079,0.754101926,0.998761753,0.050657027,unstable
0.620791458,3.886115384,3.481396662,7.149389687,3.001598575,-1.01101384,-1.39667983,-0.593904905,0.518754881,0.237814044,0.516746519,0.464412863,-0.044100528,stable
2.762099769,4.499993106,1.645613713,7.762828928,4.13412254,-1.766214666,-0.921087006,-1.446820867,0.860717289,0.786971029,0.617569004,0.14779935,0.010603957,unstable
1.244661877,1.893175157,1.495222276,2.529496168,4.061817404,-1.14910894,-1.900328727,-1.012379737,0.169744832,0.730023132,0.662723453,0.683232094,-0.034053219,stable
3.999654965,2.638306904,3.51400522,8.071664937,2.88240724,-0.724670642,-1.322673185,-0.835063414,0.745852421,0.524623306,0.583843206,0.971102436,0.050287719,unstable
1.171411635,7.237793211,2.110831532,5.396153298,4.111131661,-1.621013127,-1.218713648,-1.271404886,0.776169553,0.942306708,0.748814779,0.839932452,0.033179914,unstable
1.349981467,0.976417499,6.104242758,1.04770641,3.92275717,-1.148824196,-1.061543097,-1.712389877,0.473188131,0.588499809,0.579755807,0.597424333,-0.033008425,stable
1.499034847,2.397309722,7.968650804,7.850292065,2.739322534,-0.741202247,-1.412914219,-0.585206068,0.846120466,0.140911784,0.686565821,0.747998541,0.015154314,unstable
3.522032254,5.031488956,8.343059358,8.177388133,3.405423128,-0.852074072,-0.582524819,-1.970824238,0.195724242,0.883971705,0.596745141,0.583331215,0.055724908,unstable
4.263719114,9.563653976,2.153848062,2.712853533,4.410561911,-1.034173493,-1.683561011,-1.692827407,0.875976773,0.358198112,0.208781769,0.290873014,-0.018655752,stable
7.371171757,1.204144109,1.86732533,7.021803143,3.380371911,-0.923765029,-0.592079305,-1.864527577,0.975090767,0.854756547,0.128458633,0.86602927,0.034287188,unstable
3.721209111,1.440928416,6.094422258,9.08121235,3.493935229,-0.79159573,-1.1500277,-1.552311799,0.393733467,0.963340069,0.086283143,0.11279831,-0.043057722,stable
4.153487663,2.210320028,6.161354138,3.382837838,3.910302983,-1.893835541,-0.845244845,-1.171222597,0.510083963,0.10742138,0.953607367,0.479088463,0.036154662,unstable
8.208806886,1.688123953,9.426080692,6.950482223,3.317204324,-1.895954606,-0.503248831,-0.918000887,0.830672613,0.217693057,0.889503016,0.414711611,0.059890187,unstable
7.437686132,7.299472882,7.013460285,8.79510768,3.277815877,-0.917170684,-0.680299345,-1.680345848,0.22271483,0.524243378,0.482560212,0.094543128,0.021115087,unstable
8.52809643,4.649631297,2.464998972,9.209694862,3.604447159,-1.37422939,-0.863725082,-1.366492687,0.338619649,0.426847453,0.850455146,0.626236516,0.015827821,unstable
8.686607647,4.86486378,6.971913957,2.008608795,4.347168083,-1.233163286,-1.332816642,-1.781188155,0.281749,0.152323023,0.070354767,0.180842926,-0.04218128,stable
3.083774578,7.190131964,9.669547026,3.472985749,3.858552586,-0.822445016,-1.491765083,-1.544342487,0.815355295,0.128731796,0.803626364,0.564236104,0.012752624,unstable
5.567869776,1.646489788,0.809994265,9.918022065,2.811760626,-0.516048816,-1.153483442,-1.142228368,0.168274999,0.339724004,0.205296977,0.942829033,-0.004509036,stable
5.666316959,6.8687848,3.995587304,9.868380732,3.830575841,-1.198810741,-1.432964893,-1.198800207,0.609236939,0.319945822,0.521065007,0.694534802,0.044075406,unstable
5.761438102,1.669076914,8.625670048,6.007778922,3.85947432,-0.848691714,-1.678319399,-1.332463207,0.163829229,0.408558283,0.226444531,0.136596634,-0.044266187,stable
4.785764675,2.305365657,4.321345299,8.322871386,2.661030393,-1.366623295,-0.598149504,-0.696257593,0.520094159,0.502448125,0.166645713,0.841648404,0.02129292,unstable
4.122654817,0.773951791,0.516746758,4.287423385,4.469152804,-0.906819421,-1.934742043,-1.62759134,0.300640294,0.154803564,0.267797045,0.599849218,-0.032762394,stable
9.474975589,1.664501565,1.224874936,3.381573595,3.740478542,-0.619477003,-1.769192864,-1.351808675,0.51127367,0.894607975,0.63193909,0.428963673,-0.061775788,stable
7.111108829,2.00114919,9.851704617,3.844459923,3.835571822,-0.98159345,-1.057118102,-1.796860269,0.975858481,0.609932459,0.078226939,0.370906929,0.012342926,unstable
8.859408885,0.828938643,6.044702392,5.45384282,4.524528973,-1.217620075,-1.88457984,-1.422329059,0.080865049,0.412855932,0.341444643,0.810138028,-0.011196668,stable
7.282214243,8.942956883,0.961731134,1.795483507,4.539820427,-1.43582789,-1.723239014,-1.380753523,0.670146381,0.112320842,0.361171165,0.265123373,-0.038289704,stable
5.261236669,8.949936341,8.015724646,9.427972978,3.577002065,-0.905264825,-1.555899269,-1.11583797,0.051734119,0.570016356,0.391585558,0.787340502,0.05036365,unstable
0.869614908,7.521103463,9.483203591,5.390493467,4.081517579,-1.185516386,-1.661369476,-1.234631717,0.772575144,0.879593132,0.193250793,0.758535511,0.021209097,unstable
4.757108738,8.891697613,1.778212015,9.79591759,5.238056874,-1.961965476,-1.70594754,-1.570143858,0.850271217,0.601201179,0.302983274,0.126409428,0.01412768,unstable
2.77436291,2.244609978,0.70170133,4.515512203,2.62849141,-0.537216249,-0.781896723,-1.309378438,0.455392097,0.854016532,0.480259015,0.980324964,0.023050905,unstable
8.929634231,2.157630292,4.208770053,6.666687262,4.638534877,-1.999655126,-1.520402417,-1.118477334,0.596840765,0.472377923,0.133892581,0.18199348,-0.017107045,stable
2.561951703,5.689922285,9.782141849,9.850180284,2.374503031,-0.543129195,-0.929375471,-0.901998365,0.128221269,0.192216688,0.583713229,0.467502374,0.019178452,unstable
9.10420953,7.296143554,5.910509935,7.426052395,5.189708685,-1.992786692,-1.251719281,-1.945202712,0.727282023,0.067312493,0.278939609,0.498040076,0.035458406,unstable
7.2331485,6.952130931,7.010358413,2.450055322,2.786523648,-1.145490933,-0.919390964,-0.721641752,0.331637493,0.713688644,0.340154605,0.9865086,0.034158495,unstable
5.355532661,7.405115766,7.082350352,6.780790219,4.968026899,-1.845655327,-1.289668374,-1.832703198,0.542978921,0.558130843,0.367270156,0.087851481,0.029647253,unstable
2.092258508,5.046642182,8.416661619,3.071768243,3.490355401,-1.17286843,-1.132287933,-1.185199037,0.896733405,0.340060163,0.912737165,0.872709743,0.024284803,unstable
8.90185818,0.958318582,4.964412528,9.834989709,3.698615362,-1.880841156,-1.150840417,-0.666933789,0.940766697,0.570846344,0.861698021,0.894558852,0.055296973,unstable
7.473091674,6.711138693,0.900846117,6.117499766,3.111974416,-1.850244852,-0.746748333,-0.514981231,0.240806249,0.185832329,0.11872499,0.88302255,0.010062042,unstable
2.370071448,3.574055981,7.638907814,5.306869849,3.030433995,-1.517901652,-0.697201435,-0.815330908,0.261633517,0.501071911,0.738027251,0.690394794,0.039468402,unstable
9.810701376,4.891636571,1.751642967,9.233992447,3.52266587,-0.681109882,-1.219909387,-1.621646601,0.108155345,0.619635903,0.574400398,0.490997186,-0.011254089,stable
0.506418908,8.301858201,8.779327701,1.439191212,3.296229702,-1.426316666,-1.068232893,-0.801680143,0.608140533,0.275079242,0.878814432,0.89755485,-0.022066402,stable
0.850655404,0.609871473,6.569369614,1.684479593,3.110432944,-0.906138515,-0.967917133,-1.236377296,0.270127759,0.456639421,0.531150423,0.764583458,-0.040040142,stable
5.606168943,9.332496259,0.828077883,9.704653445,5.378479037,-1.957511244,-1.965833864,-1.455133929,0.816711551,0.554252418,0.16717062,0.661272854,0.045338195,unstable
5.575481508,9.682564175,9.889100626,8.160045555,3.401242336,-1.276680811,-0.885202943,-1.239358581,0.785252947,0.926003199,0.78017852,0.456476108,0.083013061,unstable
0.528295569,2.291048457,6.303512536,7.815825958,2.727218594,-0.573524743,-1.361640633,-0.792053219,0.625055332,0.065781454,0.965524728,0.662005443,0.015718446,unstable
6.143375198,3.945279494,1.306890859,6.741783542,3.693503006,-1.12062928,-1.331422488,-1.241451238,0.130049531,0.555459747,0.359009869,0.533506657,-0.016254711,stable
7.718660187,5.944559666,2.032161386,2.062679003,3.36445278,-1.973776604,-0.758934884,-0.631741293,0.717388828,0.533210249,0.713815293,0.098234851,0.011151467,unstable
6.069817812,3.098501252,6.970878253,5.473168209,3.536404135,-0.62300734,-1.433612375,-1.479784419,0.141113428,0.861567694,0.991847088,0.373642774,0.050898213,unstable
9.590300644,5.772789111,2.773227257,6.509298104,4.427934399,-1.891394278,-1.709691655,-0.826848466,0.246211866,0.551571742,0.277121307,0.665178554,0.025623527,unstable
3.224957022,5.302875282,9.058927405,3.227495609,3.687208417,-1.087391126,-0.680364736,-1.919452555,0.297400339,0.402649901,0.183012009,0.127923506,-0.043176801,stable
1.650001321,9.543787171,2.397134099,8.324968589,3.080377126,-1.052481728,-1.016508106,-1.011387292,0.694275023,0.670525661,0.458257601,0.606753788,0.005000879,unstable
6.594973673,6.426711317,5.055720656,2.395387941,4.343570187,-1.158787203,-1.556445472,-1.628337512,0.187974784,0.970604626,0.088751988,0.274650043,0.011517158,unstable
0.584852694,6.946493327,2.263410594,2.846159355,4.50104426,-1.498528973,-1.029478271,-1.973037015,0.843530764,0.384911932,0.820416595,0.136683529,-0.012592075,stable
5.392201756,4.133211907,7.003985674,1.284923642,3.262495555,-0.798468317,-1.653455596,-0.810571642,0.461383208,0.622870982,0.751414905,0.228357746,0.033210157,unstable
8.165242873,4.61319519,5.562904184,3.593041643,4.400755335,-1.128422078,-1.443106537,-1.82922672,0.598928488,0.739649995,0.059134162,0.461706874,0.023884417,unstable
4.803294787,2.979423746,8.38495087,9.519839205,4.753584193,-1.258494782,-1.821125737,-1.673963674,0.51346512,0.070351371,0.238811597,0.342225759,-0.008777747,stable
6.850835988,6.608160931,7.541537765,5.615467425,4.899785087,-1.842568341,-1.830691664,-1.226525082,0.79884306,0.1711346,0.347712943,0.732986558,0.057799144,unstable
0.799417393,6.019625169,9.708565483,7.366632636,4.270996993,-1.160316101,-1.585491525,-1.525189367,0.746109414,0.606405175,0.227801397,0.216937708,-0.033625919,stable
4.310120996,5.552331076,1.282516022,2.468107835,3.654638633,-1.150816858,-1.177964217,-1.325857558,0.569237483,0.097657443,0.591893898,0.936560087,-0.017827083,stable
2.500812996,3.232139938,4.555274552,6.761204525,4.190446585,-1.081743104,-1.453859957,-1.654843523,0.085012891,0.496864609,0.545490493,0.47089268,0.001445897,unstable
7.375413071,2.006143075,2.074953967,1.686191891,3.935059105,-1.548578641,-0.824960121,-1.561520344,0.090821364,0.079175405,0.93596916,0.118717727,-0.021120067,stable
8.003029196,6.726026664,6.531248077,6.317595491,4.344229366,-1.55746564,-1.565114957,-1.221648769,0.20369051,0.287583237,0.752224605,0.072024132,0.016470528,unstable
8.641240272,0.724772193,9.419005718,7.697808538,4.589777452,-1.626767862,-0.980921809,-1.98208778,0.698568548,0.671293534,0.446842764,0.670736041,0.030030092,unstable
7.896653845,7.840709765,1.416316494,6.007148017,3.646934244,-1.614456087,-1.092066358,-0.9404118,0.720065804,0.347114088,0.914195333,0.459709049,0.017179092,unstable
7.79974284,8.064106713,5.023351462,5.417428842,3.397000524,-0.787053095,-0.676785639,-1.93316179,0.690227274,0.155219721,0.177403417,0.374788089,0.018733162,unstable
6.321889445,9.844350526,9.868441211,1.097256316,3.891463537,-1.729481399,-1.137588512,-1.024393627,0.323752207,0.602768158,0.58320323,0.660347053,0.014646931,unstable
8.520652118,7.048180672,9.609158132,9.443786652,3.84245743,-1.939252458,-0.769856466,-1.133348506,0.508462434,0.723815727,0.386389194,0.065862118,0.042751009,unstable
8.454420562,4.290633922,6.47542337,1.205957787,3.579343997,-1.40518855,-1.436154697,-0.73800075,0.387432493,0.297279372,0.915687529,0.502058818,0.018453912,unstable
9.650163406,4.749623189,9.198177726,7.960187649,4.393778374,-1.899208627,-1.211224224,-1.283345523,0.602157187,0.667574601,0.343995603,0.197135321,0.036052993,unstable
